customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST04259,Male,1,Yes,No,62,No,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Mailed check,54.89,3409.54,No
CUST04260,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.67,2850.57,Yes
CUST04261,Female,0,No,No,16,No,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.76,1813.56,Yes
CUST04262,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),40.45,200.78,Yes
CUST04263,Male,1,Yes,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.11,1911.35,Yes
CUST04264,Male,1,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.34,2442.31,Yes
CUST04265,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,117.01,3158.72,Yes
CUST04266,Male,0,No,Yes,65,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,No,Electronic check,78.94,5140.03,No
CUST04267,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,18.72,692.8,Yes
CUST04268,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,21.48,770.9,Yes
CUST04269,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),33.04,2216.3,No
CUST04270,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),37.13,1785.74,No
CUST04271,Female,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.3,4040.79,Yes
CUST04272,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,40.72,1420.51,No
CUST04273,Female,0,No,Yes,57,Yes,No,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Mailed check,116.85,6652.24,No
CUST04274,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),82.88,993.12,Yes
CUST04275,Male,0,No,Yes,51,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),88.64,4526.72,Yes
CUST04276,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),40.22,2295.87,No
CUST04277,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,109.06,3386.48,No
CUST04278,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,86.12,5077.81,No
CUST04279,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.17,6050.87,Yes
CUST04280,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,115.56,6346.27,Yes
CUST04281,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,30.82,837.18,No
CUST04282,Male,0,No,No,0,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.85,6.71,Yes
CUST04283,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.95,4092.62,Yes
CUST04284,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,106.34,5006.11,No
CUST04285,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),77.54,3022.89,Yes
CUST04286,Male,1,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),55.33,3425.04,No
CUST04287,Female,0,No,Yes,71,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.57,6002.89,No
CUST04288,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),49.18,150.68,Yes
CUST04289,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),42.32,1565.57,No
CUST04290,Male,0,No,Yes,26,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.79,1759.65,No
CUST04291,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,40.05,323.36,No
CUST04292,Female,1,No,No,15,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.34,1013.52,Yes
CUST04293,Male,1,No,No,55,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),115.57,6355.48,Yes
CUST04294,Female,0,Yes,Yes,30,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),103.66,3108.02,No
CUST04295,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,114.05,1479.92,Yes
CUST04296,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,100.25,2408.39,No
CUST04297,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.18,1779.92,Yes
CUST04298,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.83,6650.97,Yes
CUST04299,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,112.14,2578.41,Yes
CUST04300,Male,0,Yes,No,72,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.6,8247.26,Yes
CUST04301,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),87.69,2193.52,Yes
CUST04302,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,39.56,752.46,No
CUST04303,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,22.05,1401.55,No
CUST04304,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),33.01,293.28,No
CUST04305,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),116.49,7688.28,No
CUST04306,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.13,1493.21,Yes
CUST04307,Male,0,Yes,No,4,Yes,No phone service,No,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,105.21,430.54,Yes
CUST04308,Female,0,No,No,66,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,65.43,4326.89,No
CUST04309,Male,0,Yes,No,57,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,85.4,4859.96,No
CUST04310,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.46,531.14,Yes
CUST04311,Male,0,Yes,Yes,14,No,No phone service,No,No,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,43.49,609.04,No
CUST04312,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),62.5,2123.3,No
CUST04313,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.32,4278.22,No
CUST04314,Male,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),35.5,1530.35,No
CUST04315,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,95.98,2408.44,No
CUST04316,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,55.17,2541.86,No
CUST04317,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),101.38,3349.86,Yes
CUST04318,Female,0,No,No,49,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.99,1369.74,No
CUST04319,Female,0,Yes,No,11,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.34,965.83,Yes
CUST04320,Male,0,Yes,No,3,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.92,148.83,Yes
CUST04321,Male,0,Yes,No,47,No,Yes,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.13,4656.74,Yes
CUST04322,Male,0,Yes,Yes,54,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.02,3185.91,Yes
CUST04323,Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),85.87,0.0,Yes
CUST04324,Female,0,Yes,No,65,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),113.3,7357.74,No
CUST04325,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,20.1,580.73,No
CUST04326,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,19.13,32.91,Yes
CUST04327,Female,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,96.57,1935.42,Yes
CUST04328,Female,0,No,Yes,48,No,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.93,4027.85,Yes
CUST04329,Female,0,No,No,61,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.88,2923.34,Yes
CUST04330,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,68.43,2525.81,No
CUST04331,Female,0,Yes,No,14,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),22.28,318.41,Yes
CUST04332,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,37.63,1921.58,No
CUST04333,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,61.3,2760.52,No
CUST04334,Male,0,Yes,No,24,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),103.07,2478.41,No
CUST04335,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,66.93,1340.19,Yes
CUST04336,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,77.81,306.17,Yes
CUST04337,Male,0,Yes,No,69,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),107.12,7394.41,Yes
CUST04338,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),49.5,2273.06,Yes
CUST04339,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.47,5995.54,Yes
CUST04340,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),105.89,1796.27,Yes
CUST04341,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),38.67,781.71,Yes
CUST04342,Female,0,Yes,No,22,No,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),54.36,1199.27,Yes
CUST04343,Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Electronic check,117.94,7435.26,No
CUST04344,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,118.29,7803.34,No
CUST04345,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,40.77,1591.52,Yes
CUST04346,Female,0,Yes,Yes,9,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,24.78,223.97,Yes
CUST04347,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,45.63,2327.68,No
CUST04348,Female,1,Yes,No,71,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,58.57,4148.78,Yes
CUST04349,Female,0,No,No,60,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,62.98,3788.62,No
CUST04350,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,81.12,5110.37,No
CUST04351,Male,0,No,Yes,4,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.75,441.51,Yes
CUST04352,Female,0,Yes,No,52,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,51.7,2681.83,No
CUST04353,Female,1,Yes,Yes,54,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),104.7,5661.12,Yes
CUST04354,Female,0,Yes,No,36,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,27.53,997.98,Yes
CUST04355,Female,0,No,No,55,No,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,22.27,1229.12,Yes
CUST04356,Female,0,No,No,58,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,69.41,4027.14,No
CUST04357,Male,0,No,No,68,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,24.09,1649.8,Yes
CUST04358,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,58.03,4183.08,Yes
CUST04359,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.47,6342.43,No
CUST04360,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.63,43.75,Yes
CUST04361,Female,1,Yes,No,64,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.01,5763.56,Yes
CUST04362,Female,0,Yes,No,59,Yes,No phone service,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.84,2882.09,No
CUST04363,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),22.58,1131.87,Yes
CUST04364,Male,1,No,Yes,29,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.78,2175.83,No
CUST04365,Female,0,Yes,No,10,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.16,1030.66,Yes
CUST04366,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,59.77,2269.36,No
CUST04367,Male,0,Yes,No,71,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,80.96,5742.73,Yes
CUST04368,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.8,6798.27,Yes
CUST04369,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,98.55,6207.09,Yes
CUST04370,Female,0,No,No,60,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,37.78,2263.41,No
CUST04371,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,92.81,4917.9,Yes
CUST04372,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.19,4978.75,Yes
CUST04373,Male,0,Yes,No,57,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,94.09,5357.76,No
CUST04374,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,68.44,3761.45,Yes
CUST04375,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,31.05,1027.22,Yes
CUST04376,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,76.13,2281.22,No
CUST04377,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.2,3477.26,Yes
CUST04378,Male,0,Yes,No,0,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.83,10.47,Yes
CUST04379,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.65,5818.48,Yes
CUST04380,Female,1,No,Yes,21,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),109.27,2295.81,No
CUST04381,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,64.26,2507.44,No
CUST04382,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.48,0.0,Yes
CUST04383,Female,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),70.55,4513.1,No
CUST04384,Male,0,Yes,No,62,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),71.0,4400.61,No
CUST04385,Male,1,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,114.94,6092.35,Yes
CUST04386,Female,0,No,No,41,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,84.24,3453.62,Yes
CUST04387,Male,0,Yes,No,20,No,No,No,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,46.3,920.36,No
CUST04388,Male,1,No,No,21,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,72.22,1519.6,No
CUST04389,Male,0,No,Yes,37,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,81.98,3030.39,Yes
CUST04390,Male,0,No,No,7,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,83.26,592.43,Yes
CUST04391,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),77.7,4745.95,Yes
CUST04392,Male,0,Yes,No,46,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),36.13,1653.67,No
CUST04393,Female,0,No,No,16,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,21.43,341.61,No
CUST04394,Male,0,No,No,16,Yes,No,No,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,52.46,847.4,No
CUST04395,Female,0,Yes,No,12,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.61,742.63,No
CUST04396,Female,0,No,No,16,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,24.3,389.25,No
CUST04397,Male,1,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,101.13,3730.18,Yes
CUST04398,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.1,2335.31,Yes
CUST04399,Female,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),111.19,557.0,Yes
CUST04400,Male,1,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,33.75,1137.22,No
CUST04401,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),23.81,312.6,No
CUST04402,Female,0,No,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.2,4767.69,Yes
CUST04403,Male,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,37.29,2238.91,No
CUST04404,Female,0,Yes,No,14,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,113.61,1591.2,No
CUST04405,Female,0,No,No,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,19.05,1008.37,No
CUST04406,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,60.09,1566.3,No
CUST04407,Male,1,Yes,No,12,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,112.53,1351.77,Yes
CUST04408,Male,1,No,No,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),57.21,1729.88,No
CUST04409,Female,0,Yes,Yes,34,No,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),27.5,943.89,No
CUST04410,Male,0,No,No,59,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,48.9,2880.04,No
CUST04411,Female,0,No,Yes,5,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.8,349.93,Yes
CUST04412,Male,0,Yes,Yes,68,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.89,2504.84,No
CUST04413,Female,0,No,No,57,Yes,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),65.59,3732.76,No
CUST04414,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),103.31,4951.5,No
CUST04415,Male,0,No,Yes,22,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),107.01,2352.43,No
CUST04416,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),23.02,764.69,No
CUST04417,Male,0,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.41,861.04,Yes
CUST04418,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.08,2122.22,Yes
CUST04419,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,78.68,298.58,Yes
CUST04420,Male,1,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,54.82,1040.43,Yes
CUST04421,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),104.09,515.19,Yes
CUST04422,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.1,6278.0,Yes
CUST04423,Male,0,No,Yes,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,28.25,1632.48,No
CUST04424,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),81.7,5147.45,Yes
CUST04425,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,29.53,505.3,No
CUST04426,Male,1,No,No,3,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),44.01,127.48,Yes
CUST04427,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,36.14,581.19,No
CUST04428,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,35.65,467.53,No
CUST04429,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.87,972.09,Yes
CUST04430,Male,1,No,No,6,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),75.49,448.65,Yes
CUST04431,Female,1,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,35.95,1543.36,No
CUST04432,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,119.0,1667.64,No
CUST04433,Male,0,No,Yes,18,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,61.03,1094.96,No
