gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),52.77,1898.16,0,1.4262162162162162,1
Female,0,Yes,No,63,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,51.62,3244.57,0,0.8065625,1
Male,0,Yes,No,1,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,58.22,61.35,1,29.11,0
Male,0,Yes,No,61,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.81,6208.4,1,1.6420967741935484,1
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,61.3,2760.52,0,1.3326086956521739,0
Female,0,No,Yes,43,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),80.36,3460.1,1,1.8263636363636364,1
Male,1,No,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.89,1242.98,1,2.0756,0
Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.02,1236.43,1,2.9533333333333336,0
Male,0,Yes,No,50,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,No,Mailed check,60.04,2997.68,0,1.1772549019607843,0
Male,0,Yes,Yes,34,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,44.59,1520.02,0,1.274,1
Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.38,349.65,1,11.896666666666667,0
Male,0,Yes,No,26,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),67.53,1750.52,0,2.5011111111111113,0
Male,0,Yes,No,3,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),110.78,334.84,1,27.695,0
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,73.04,4091.72,0,1.28140350877193,0
Male,0,No,No,3,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,57.36,178.38,1,14.34,0
Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,22.58,1383.28,1,0.3641935483870967,1
Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),109.24,4367.08,0,2.6643902439024387,0
Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,101.49,920.22,1,10.149,0
Male,0,No,No,8,Yes,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.75,395.45,0,5.527777777777778,0
Female,0,No,No,71,Yes,No,No,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,82.72,5873.17,0,1.1488888888888888,0
Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.31,1916.22,0,1.4408108108108109,0
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Mailed check,119.35,4776.17,0,2.9109756097560973,0
Male,0,Yes,No,8,No,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,43.38,354.52,0,4.82,0
Male,0,Yes,No,72,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),105.34,7590.28,1,1.443013698630137,1
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.41,1640.98,1,0.5529090909090909,1
Female,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,90.8,4534.47,1,1.780392156862745,1
Male,0,No,Yes,44,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),79.51,3502.86,1,1.766888888888889,1
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),34.49,1346.96,1,0.8622500000000001,1
Male,1,Yes,Yes,4,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),84.42,339.52,1,16.884,0
Female,0,No,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),92.94,470.25,1,15.49,0
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,48.41,282.55,1,6.9157142857142855,0
Female,0,No,No,35,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.01,2802.63,0,2.2225,0
Female,0,No,No,23,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.04,2122.47,1,3.8350000000000004,0
Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,51.86,2952.02,0,0.8941379310344828,1
Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,42.65,250.54,1,6.0928571428571425,0
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,47.03,1887.17,1,1.1470731707317074,1
Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,28.24,617.22,1,1.2278260869565216,0
Male,0,No,No,42,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.24,2696.33,0,1.4939534883720929,0
Female,1,Yes,Yes,16,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,82.39,1316.25,0,4.846470588235294,0
Male,0,Yes,Yes,59,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,57.5,3385.32,1,0.9583333333333334,1
Male,0,No,No,29,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,49.52,1431.72,0,1.6506666666666667,1
Female,0,No,No,52,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,90.21,4695.71,1,1.702075471698113,1
Female,0,Yes,No,37,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.84,1397.84,0,0.9957894736842107,1
Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Credit card (automatic),39.97,410.0,0,3.6336363636363633,0
Male,0,Yes,No,46,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),36.13,1653.67,0,0.7687234042553192,0
Male,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,29.28,1145.58,0,0.732,0
Male,0,No,No,52,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,88.41,4597.69,0,1.6681132075471699,0
Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),60.23,4032.51,0,0.8857352941176471,0
Male,0,No,No,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),19.55,547.0,0,0.6741379310344828,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,78.15,1569.19,1,3.7214285714285715,0
Male,0,No,No,45,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,24.47,1101.04,1,0.5319565217391304,1
Male,0,No,No,17,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,96.63,1639.21,0,5.368333333333333,0
Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,76.8,2687.35,1,2.1333333333333333,1
Female,0,No,No,52,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),110.98,5772.3,1,2.0939622641509437,1
Female,0,Yes,No,46,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,83.47,3840.61,0,1.7759574468085106,0
Male,1,Yes,No,7,No,No,No,Yes,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),48.29,336.55,0,6.03625,0
Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,100.97,6660.08,1,1.5070149253731344,1
Female,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,76.97,2996.97,0,1.92425,0
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.89,3922.4,1,3.4967647058823528,1
Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,96.21,4808.16,1,1.886470588235294,1
Male,1,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),49.25,3398.36,1,0.7035714285714286,1
Male,0,No,No,14,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,67.05,938.69,0,4.47,0
Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Mailed check,76.99,614.52,1,8.554444444444444,0
Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,106.34,5006.11,0,2.2154166666666666,0
Male,0,No,No,67,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.44,7205.39,1,1.58,1
Female,0,No,No,71,Yes,No,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,65.56,4654.67,0,0.9105555555555556,1
Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.33,1405.95,1,4.122631578947368,0
Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,25.82,1000.75,0,0.6455,1
Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.54,83.5,1,13.846666666666666,0
Female,0,No,No,33,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,109.64,3619.24,0,3.224705882352941,0
Male,0,Yes,No,53,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,52.85,2799.58,0,0.9787037037037037,0
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.25,756.32,0,3.140625,0
Female,0,Yes,No,60,Yes,No,No,No,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,24.86,1495.25,0,0.4075409836065574,0
Female,0,No,No,0,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,50.57,0.0,0,50.57,0
Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),70.59,1483.13,1,3.208636363636364,0
Male,0,Yes,No,3,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.18,346.48,1,28.795,0
Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,108.34,4553.89,1,2.5195348837209304,1
Female,0,Yes,Yes,11,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Electronic check,108.78,1201.5,1,9.065,0
Female,0,No,No,50,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.25,3510.99,1,1.3774509803921569,1
Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,35.27,497.79,0,2.3513333333333337,0
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.16,4909.14,0,2.0032,0
Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),119.96,4325.99,0,3.242162162162162,0
Female,0,Yes,Yes,9,No,No phone service,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),28.58,262.55,1,2.8579999999999997,0
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,No,Electronic check,63.29,1964.15,0,1.9778125,0
Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.36,2243.86,1,5.350476190476191,0
Male,0,No,Yes,44,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),32.8,1447.9,0,0.7288888888888888,1
Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.85,4674.57,0,1.0886363636363636,0
Female,0,No,No,67,No,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),88.02,5892.67,0,1.2944117647058824,0
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),90.14,6400.81,0,1.2519444444444445,0
Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),49.92,2847.84,0,0.8606896551724138,0
Male,0,Yes,Yes,17,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,98.08,1670.54,0,5.448888888888889,0
Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,110.78,886.28,1,12.30888888888889,0
Female,0,No,No,52,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.88,1716.19,1,0.6203773584905661,1
Male,0,Yes,No,37,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,76.61,2841.69,1,2.0160526315789475,1
Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.84,432.91,1,10.120000000000001,0
Male,0,Yes,No,68,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),70.16,4774.71,1,1.0168115942028986,1
Male,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.23,3278.52,0,2.918529411764706,0
Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,101.29,4964.69,1,2.0258000000000003,1
Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.63,3144.44,1,0.5976712328767123,1
Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.76,1943.65,1,4.216363636363637,0
Male,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),84.85,4416.33,0,1.600943396226415,0
Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,61.7,1484.79,0,2.468,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.77,824.54,1,2.4089473684210527,0
Male,0,No,No,10,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,102.32,1015.33,1,9.30181818181818,0
Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,104.91,1879.74,0,5.521578947368421,0
Male,0,Yes,No,51,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.74,1252.81,1,0.4757692307692307,1
Female,0,No,No,53,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,80.79,4283.08,1,1.4961111111111112,1
Female,0,No,Yes,51,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,100.1,5112.42,1,1.9249999999999998,1
Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.26,5698.78,1,1.6654237288135594,1
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.35,1430.75,1,9.180769230769231,0
Female,0,No,No,65,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,118.39,7693.86,1,1.7937878787878787,1
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),20.33,6.43,1,20.33,0
Female,0,No,Yes,17,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.92,920.03,1,2.9955555555555557,0
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.73,2519.28,1,0.7121666666666666,1
Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,60.58,1756.47,1,2.0193333333333334,1
Female,0,Yes,Yes,52,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.17,2034.73,0,0.739056603773585,1
Female,0,No,No,17,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,119.84,2038.21,0,6.657777777777778,0
Male,0,Yes,No,7,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),50.69,351.94,1,6.33625,0
Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,97.04,968.25,1,8.821818181818182,0
Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,62.18,2740.36,0,1.3817777777777778,0
Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,100.94,4138.23,1,2.4033333333333333,1
Female,0,No,No,43,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.8,4888.51,1,2.5863636363636364,1
Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),79.88,3591.27,1,1.7365217391304346,1
Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,81.92,1224.34,0,5.12,0
Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),31.41,1567.07,0,0.6158823529411764,0
Male,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,100.61,1812.65,1,5.295263157894737,0
Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,30.3,1788.84,1,0.505,1
Female,0,Yes,Yes,21,No,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,58.54,1224.48,1,2.6609090909090907,0
Female,0,No,No,71,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,32.34,2304.46,1,0.4491666666666667,1
Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,87.47,2.57,1,87.47,0
Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.44,1875.81,1,0.7341176470588234,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24.66,26.9,1,12.33,0
Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.06,603.36,0,1.0858333333333332,0
Male,0,No,No,28,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,35.85,1009.84,0,1.236206896551724,0
Female,0,No,No,41,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,62.43,2564.38,0,1.4864285714285714,0
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.02,3107.1,1,0.8229032258064517,1
Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.6,4246.37,1,1.1225806451612903,1
Male,0,No,Yes,52,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,42.15,2187.84,0,0.7952830188679245,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,89.66,3765.01,0,2.0851162790697675,0
Female,0,Yes,No,5,Yes,Yes,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),56.6,286.0,0,9.433333333333334,0
Female,1,No,Yes,13,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,114.6,1487.06,0,8.185714285714285,0
Female,0,Yes,Yes,17,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,84.61,1441.1,0,4.700555555555556,0
Male,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),82.83,3982.67,0,1.690408163265306,0
Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.92,4097.48,1,2.767179487179487,1
Male,0,Yes,No,59,No,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,112.86,6667.02,0,1.881,0
Male,1,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,38.34,149.58,0,7.668000000000001,0
Female,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),25.55,306.96,1,1.9653846153846155,0
Female,0,No,No,47,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,One year,No,Mailed check,100.24,4712.13,0,2.0883333333333334,0
Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,98.91,4750.56,1,2.0185714285714287,1
Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),61.86,4325.08,1,0.8712676056338028,1
Male,0,Yes,No,16,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,116.01,1849.64,0,6.824117647058824,0
Female,0,Yes,No,13,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.14,679.77,1,3.724285714285714,0
Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,118.29,7803.34,0,1.7655223880597015,0
Male,0,No,No,39,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,89.41,3491.73,1,2.2352499999999997,1
Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.6,1368.19,1,2.1,1
Male,0,Yes,Yes,6,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,58.36,353.92,0,8.337142857142856,0
Female,0,No,Yes,32,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,79.98,2569.62,0,2.423636363636364,0
Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,77.94,5153.47,1,1.1632835820895522,1
Female,0,No,No,45,Yes,No,No,No,No,No,No internet service,No internet service,No,Two year,No,Mailed check,95.36,4288.17,0,2.0730434782608698,0
Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,69.85,4125.94,0,1.1641666666666666,0
Male,0,No,No,56,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.44,2042.63,0,0.639298245614035,1
Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,45.31,1409.55,0,1.4159375,0
Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),66.94,2548.14,0,1.7164102564102564,0
Female,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),106.24,4672.18,0,2.360888888888889,0
Female,1,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,23.38,1075.72,0,0.49744680851063827,0
Female,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.37,4970.76,1,1.3124193548387098,1
Male,0,Yes,No,0,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,116.35,0.0,1,116.35,0
Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,56.92,1361.78,1,2.2768,0
Male,0,No,No,58,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.72,2488.19,0,0.7240677966101695,0
Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,24.3,1380.94,0,0.4189655172413793,1
Male,0,Yes,No,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,87.98,2024.35,0,3.6658333333333335,0
